NODE,Si
53009,0.2367
53010,0.052
53011,0.0204
53012,0.0161
53013,0.2612
53014,0.2001
53015,0.2992
53016,0.0922
53017,0.0888
53018,0.0928
53019,0.1253
53020,0.0802
53021,0.0302
53022,0.0713
53023,0.0387
53024,0.0581
53025,0.0633
53026,0.0604
53027,0.0708
53028,0.0431
53029,0.0528
53030,0.0406
53031,0.0476
53032,0.0351
53033,0.0151
53034,0.0252
53035,0.0278
53036,0.0047
53037,0.011
53038,0.0538
53039,0.1871
53040,0.0479
53041,0.0625
53042,0.0348
53043,0.0426
53044,0.1506
53045,0.2935
53046,0.2349
53047,0.2959
53048,0.2413
53049,0.0897
53050,0.0989
53051,0.3322
53052,0.0488
53053,0.0203
53054,0.0467
53055,0.0611
53056,0.0491
53057,0.0821
53058,0.0636
53059,0.0342
53060,0.0337
53061,0.0365
53062,0.0986
53063,0.0987
53064,0.0554
53065,0.0483
53066,0.0772
53067,0.0195
53068,0.0221
53069,0.0211
53070,0.0194
53071,0.0201
53072,0.017
53073,0.0093
53074,0.0836
53075,0.0952
53076,0.0678
53077,0.118
53078,0.1345
53079,0.4959
53080,0.4076
53081,0.5305
53082,0.3547
53083,0.11
53084,0.4331
53085,0.2101
53086,0.2078
53087,0.2032
53088,0.0242
53089,0.0189
53090,0.0274
53091,0.0264
53092,0.0166
53093,0.0321
53094,0.0237
53095,0.0194
53096,0.0318
53097,0.0293
53098,0.0507
53099,0.0584
53100,0.0699
53101,0.0261
53102,0.0393
53103,0.042
53104,0.0242
53105,0.0146
53106,0.0166
53107,0.0295
53108,0.0216
53109,0.0303
53110,0.0268
53111,0.038
53112,0.0408
53113,0.0299
53114,0.0379
53115,0.0165
53116,0.0092
53117,0.0343
53118,0.0189
53119,0.0254
53120,0.008
53121,0.004
53122,0.0201
53123,0.0068
53124,0.033
53125,0.183
53126,0.036
53127,0.1005
53128,0.0291
53129,0.0277
53130,0.0363
53131,0.1604
53132,0.1322
53133,0.0644
53134,0.0978
53135,0.2718
53136,0.2713
53137,0.2849
53138,0.4207
53139,0.1807
53140,0.4085
53141,0.4699
53142,0.1175
53143,0.227
53144,0.0228
53145,0.0248
53146,0.2484
53147,0.0218
53148,0.0309
53149,0.0129
53150,0.0188
53151,0.0332
53152,0.0185
53153,0.0275
53154,0.0883
53155,0.0623
53156,0.0833
53157,0.0476
53158,0.0783
53159,0.0636
53160,0.0874
53161,0.0142
53162,0.0188
53163,0.0157
53164,0.0182
53165,0.0125
53166,0.0269
53167,0.0319
53168,0.0216
53169,0.1705
53170,0.0447
53171,0.1658
53172,0.5115
53173,0.3953
53174,0.4725
53175,0.5723
53176,0.0656
53177,0.0263
53178,0.0384
53179,0.0763
53180,0.154
53181,0.1063
53182,0.1258
53183,0.2523
53184,0.2727
53185,0.0539
53186,0.0254
53187,0.0429
53188,0.1183
53189,0.0113
53190,0.0352
53191,0.0209
53192,0.0494
53193,0.0244
53194,0.0327
53195,0.0399
53196,0.0529
53197,0.0302
53198,0.0434
53199,0.0529
53200,0.0426
53201,0.0457
53202,0.0423
53203,0.045
53204,0.0756
53205,0.0599
53206,0.0417
53207,0.0591
53208,0.0302
53209,0.0351
53210,0.0152
53211,0.0209
53212,0.0209
53213,0.059
53214,0.0058
53215,0.0172
53216,0.0114
53217,0.0122
53218,0.0152
53219,0.1074
53220,0.152
53221,0.1255
53222,0.4183
53223,0.3658
53224,0.333
53225,0.1263
53226,0.1187
53227,0.0707
53228,0.0699
53229,0.1736
53230,0.2031
53231,0.0936
53232,0.0911
53233,0.0739
53234,0.2015
53235,0.2348
53236,0.1488
53237,0.2509
53238,0.1144
53239,0.1101
53240,0.0793
53241,0.1702
53242,0.0823
53243,0.1362
53244,0.0231
53245,0.0231
53246,0.0335
53247,0.0301
53248,0.0155
53249,0.0169
53250,0.0512
53251,0.0557
53252,0.0964
53253,0.0666
53254,0.0848
53255,0.0748
53256,0.0958
53257,0.0289
53258,0.0452
53259,0.0325
53260,0.0101
53261,0.2797
53262,0.1039
53263,0.0736
53264,0.1665
53265,0.1594
53266,0.4324
53267,0.0578
53268,0.0727
53269,0.0897
53270,0.5028
53271,0.5166
53272,0.3743
53273,0.1297
53274,0.4498
53275,0.0218
53276,0.0636
53277,0.0519
53278,0.0153
53279,0.0199
53280,0.0221
53281,0.0154
53282,0.0408
53283,0.0158
53284,0.0171
53285,0.0293
53286,0.0263
53287,0.0596
53288,0.0837
53289,0.0881
53290,0.045
53291,0.0328
53292,0.0601
53293,0.0233
53294,0.0136
53295,0.0158
53296,0.0189
53297,0.0304
53298,0.0141
53299,0.0205
53300,0.028
53301,0.0318
53302,0.0372
53303,0.0267
53304,0.0166
53305,0.0147
53306,0.0085
53307,0.017
53308,0.0202
53309,0.0091
53310,0.0181
53311,0.0111
53312,0.0046
53313,0.033
53314,0.183
53315,0.036
53316,0.1005
53317,0.0291
53318,0.0277
53319,0.0363
53320,0.1604
53321,0.1322
53322,0.0644
53323,0.0978
53324,0.2718
53325,0.2713
53326,0.2849
53327,0.4207
53328,0.1807
53329,0.4085
53330,0.4699
53331,0.1175
53332,0.227
53333,0.0228
53334,0.0248
53335,0.2484
53336,0.0218
53337,0.031
53338,0.0129
53339,0.019
53340,0.0332
53341,0.0185
53342,0.0277
53343,0.0874
53344,0.0623
53345,0.0831
53346,0.0473
53347,0.0791
53348,0.0636
53349,0.0872
53350,0.0146
53351,0.0184
53352,0.0158
53353,0.0183
53354,0.0126
53355,0.0271
53356,0.0319
53357,0.0215
53358,0.1705
53359,0.0447
53360,0.1658
53361,0.5115
53362,0.3953
53363,0.4725
53364,0.5723
53365,0.0656
53366,0.0263
53367,0.0384
53368,0.0763
53369,0.154
53370,0.1063
53371,0.1258
53372,0.2523
53373,0.2727
53374,0.0539
53375,0.0254
53376,0.0429
53377,0.1183
53378,0.0113
53379,0.0352
53380,0.0209
53381,0.0493
53382,0.0243
53383,0.0319
53384,0.0398
53385,0.0529
53386,0.0302
53387,0.0434
53388,0.0528
53389,0.0425
53390,0.0456
53391,0.0419
53392,0.045
53393,0.0762
53394,0.0602
53395,0.0416
53396,0.0589
53397,0.0297
53398,0.0347
53399,0.0209
53400,0.0156
53401,0.021
53402,0.059
53403,0.0172
53404,0.0114
53405,0.0123
53406,0.0153
53407,0.006
53408,0.1076
53409,0.152
53410,0.1255
53411,0.4184
53412,0.3658
53413,0.333
53414,0.1263
53415,0.1189
53416,0.0709
53417,0.0704
53418,0.1735
53419,0.2026
53420,0.0936
53421,0.0912
53422,0.074
53423,0.2015
53424,0.2348
53425,0.1488
53426,0.2509
53427,0.1144
53428,0.1101
53429,0.0793
53430,0.1702
53431,0.0823
53432,0.1362
53433,0.0383
53434,0.0928
53435,0.0857
53436,0.0995
53437,0.0411
53438,0.0438
53439,0.0582
53440,0.0643
53441,0.0571
53442,0.0315
53443,0.0378
53444,0.0796
53445,0.0171
53446,0.0208
53447,0.0155
53448,0.0132
53449,0.0083
53450,0.2823
53451,0.104
53452,0.0735
53453,0.1649
53454,0.1561
53455,0.4313
53456,0.0586
53457,0.0717
53458,0.0879
53459,0.5066
53460,0.5223
53461,0.3737
53462,0.1287
53463,0.4468
53464,0.022
53465,0.0628
53466,0.0507
53467,0.028
53468,0.0852
53469,0.0798
53470,0.0909
53471,0.052
53472,0.0746
53473,0.0457
53474,0.0338
53475,0.0508
53476,0.0262
53477,0.0397
53478,0.0427
53479,0.0341
53480,0.0556
53481,0.0147
53482,0.0101
53483,0.0119
53484,0.008
53485,0.0039
53486,0.0202
53487,0.0068
53488,0.033
53489,0.183
53490,0.036
53491,0.1005
53492,0.0291
53493,0.0277
53494,0.0363
53495,0.1604
53496,0.1322
53497,0.0644
53498,0.0978
53499,0.2718
53500,0.2713
53501,0.2849
53502,0.4207
53503,0.1807
53504,0.4085
53505,0.4699
53506,0.1175
53507,0.227
53508,0.0228
53509,0.0248
53510,0.2484
53511,0.0218
53512,0.0349
53513,0.0268
53514,0.0306
53515,0.0338
53516,0.0885
53517,0.0643
53518,0.0845
53519,0.0463
53520,0.0781
53521,0.064
53522,0.0872
53523,0.0134
53524,0.0158
53525,0.0201
53526,0.0368
53527,0.0355
53528,0.0215
53529,0.0196
53530,0.0071
53531,0.1663
53532,0.045
53533,0.1644
53534,0.5116
53535,0.3949
53536,0.4717
53537,0.5666
53538,0.0651
53539,0.0271
53540,0.0389
53541,0.0757
53542,0.1542
53543,0.1039
53544,0.1212
53545,0.2559
53546,0.2665
53547,0.0528
53548,0.0267
53549,0.0429
53550,0.1237
53551,0.0122
53552,0.035
53553,0.0213
53554,0.0458
53555,0.0353
53556,0.0319
53557,0.041
53558,0.0431
53559,0.0609
53560,0.0578
53561,0.0423
53562,0.0401
53563,0.0554
53564,0.0299
53565,0.0346
53566,0.0152
53567,0.0207
53568,0.0208
53569,0.0321
53570,0.0407
53571,0.0383
53572,0.0362
53573,0.0398
53574,0.0058
53575,0.0232
53576,0.0175
53577,0.0115
53578,0.013
53579,0.0407
53580,0.0374
53581,0.0279
53582,0.0229
53583,0.0219
53584,0.0149
53585,0.1076
53586,0.152
53587,0.1255
53588,0.4184
53589,0.3658
53590,0.333
53591,0.1263
53592,0.1189
53593,0.0709
53594,0.0704
53595,0.1735
53596,0.2026
53597,0.0936
53598,0.0912
53599,0.074
53600,0.2015
53601,0.2348
53602,0.1488
53603,0.2509
53604,0.1144
53605,0.1101
53606,0.0793
53607,0.1702
53608,0.0823
53609,0.1362
53610,0.0384
53611,0.0893
53612,0.0891
53613,0.0991
53614,0.0412
53615,0.0439
53616,0.0589
53617,0.0642
53618,0.0571
53619,0.0315
53620,0.0379
53621,0.0792
53622,0.0171
53623,0.0207
53624,0.0154
53625,0.0132
53626,0.0083
53627,0.2823
53628,0.104
53629,0.0735
53630,0.1649
53631,0.1561
53632,0.4313
53633,0.0586
53634,0.0717
53635,0.0879
53636,0.5066
53637,0.5223
53638,0.3737
53639,0.1287
53640,0.4468
53641,0.022
53642,0.0628
53643,0.0507
53644,0.0281
53645,0.0848
53646,0.0796
53647,0.0905
53648,0.052
53649,0.0743
53650,0.0458
53651,0.034
53652,0.0509
53653,0.0264
53654,0.0399
53655,0.0428
53656,0.0343
53657,0.0557
53658,0.0148
53659,0.0102
53660,0.0119
53661,0.008
53662,0.004
53663,0.0203
53664,0.0068
53665,0.033
53666,0.183
53667,0.036
53668,0.1004
53669,0.0291
53670,0.0277
53671,0.0363
53672,0.1604
53673,0.1322
53674,0.0644
53675,0.0978
53676,0.2718
53677,0.2713
53678,0.2849
53679,0.4207
53680,0.1807
53681,0.4086
53682,0.4699
53683,0.1175
53684,0.227
53685,0.0228
53686,0.0248
53687,0.2484
53688,0.0218
53689,0.0309
53690,0.0129
53691,0.0188
53692,0.0332
53693,0.0185
53694,0.0275
53695,0.0876
53696,0.0622
53697,0.0832
53698,0.0467
53699,0.0787
53700,0.0634
53701,0.0873
53702,0.0142
53703,0.0188
53704,0.0157
53705,0.0181
53706,0.0125
53707,0.0268
53708,0.032
53709,0.0221
53710,0.1705
53711,0.0447
53712,0.1658
53713,0.5115
53714,0.3953
53715,0.4725
53716,0.5723
53717,0.0656
53718,0.0263
53719,0.0384
53720,0.0763
53721,0.154
53722,0.1063
53723,0.1258
53724,0.2523
53725,0.2727
53726,0.0539
53727,0.0254
53728,0.0429
53729,0.1183
53730,0.0113
53731,0.0352
53732,0.0209
53733,0.0494
53734,0.0244
53735,0.0327
53736,0.0399
53737,0.0529
53738,0.0302
53739,0.0434
53740,0.053
53741,0.0426
53742,0.0458
53743,0.0423
53744,0.0451
53745,0.0757
53746,0.0599
53747,0.0417
53748,0.0591
53749,0.0303
53750,0.0351
53751,0.0153
53752,0.021
53753,0.0209
53754,0.059
53755,0.0058
53756,0.0172
53757,0.0114
53758,0.0123
53759,0.0152
53760,0.1075
53761,0.152
53762,0.1255
53763,0.4184
53764,0.3658
53765,0.333
53766,0.1263
53767,0.1189
53768,0.0709
53769,0.0704
53770,0.1735
53771,0.2026
53772,0.0936
53773,0.0912
53774,0.0741
53775,0.2015
53776,0.2348
53777,0.1488
53778,0.2509
53779,0.1144
53780,0.1101
53781,0.0793
53782,0.1702
53783,0.0823
53784,0.1363
53785,0.0384
53786,0.0928
53787,0.0856
53788,0.0995
53789,0.0411
53790,0.0439
53791,0.0582
53792,0.0643
53793,0.0571
53794,0.0316
53795,0.0379
53796,0.0796
53797,0.0171
53798,0.0207
53799,0.0154
53800,0.0131
53801,0.0083
53802,0.2823
53803,0.104
53804,0.0735
53805,0.1649
53806,0.1561
53807,0.4314
53808,0.0586
53809,0.0717
53810,0.0879
53811,0.5066
53812,0.5223
53813,0.3737
53814,0.1287
53815,0.4468
53816,0.022
53817,0.0628
53818,0.0506
53819,0.0288
53820,0.0847
53821,0.0793
53822,0.0898
53823,0.0518
53824,0.0742
53825,0.0462
53826,0.0336
53827,0.0501
53828,0.0261
53829,0.0397
53830,0.0423
53831,0.0355
53832,0.0556
53833,0.0154
53834,0.0106
53835,0.0124
53836,0.0081
53837,0.0039
53838,0.0206
53839,0.007
53840,0.0283
53841,0.0876
53842,0.1325
53843,0.3505
53844,0.0582
53845,0.4593
53846,0.1972
53847,0.2529
53848,0.4218
53849,0.1805
53850,0.4722
53851,0.0443
53852,0.081
53853,0.0395
53854,0.0304
53855,0.0508
53856,0.0384
53857,0.0928
53858,0.0759
53859,0.0616
53860,0.0315
53861,0.0186
53862,0.0238
53863,0.1867
53864,0.0875
53865,0.1823
53866,0.1468
53867,0.0264
53868,0.0106
53869,0.0173
53870,0.0607
53871,0.031
53872,0.0129
53873,0.0189
53874,0.0334
53875,0.0185
53876,0.0277
53877,0.0874
53878,0.0622
53879,0.083
53880,0.0468
53881,0.0784
53882,0.0633
53883,0.0871
53884,0.0142
53885,0.0189
53886,0.0158
53887,0.0182
53888,0.0125
53889,0.027
53890,0.032
53891,0.0221
53892,0.167
53893,0.0452
53894,0.1658
53895,0.5116
53896,0.3954
53897,0.483
53898,0.5739
53899,0.0656
53900,0.0256
53901,0.0383
53902,0.0765
53903,0.1535
53904,0.1061
53905,0.1178
53906,0.2499
53907,0.2702
53908,0.0516
53909,0.0275
53910,0.0435
53911,0.118
53912,0.0114
53913,0.0342
53914,0.0209
53915,0.0493
53916,0.0243
53917,0.0319
53918,0.0398
53919,0.0529
53920,0.0302
53921,0.0434
53922,0.0528
53923,0.0425
53924,0.0456
53925,0.0419
53926,0.0451
53927,0.0763
53928,0.0602
53929,0.0417
53930,0.0589
53931,0.0297
53932,0.0347
53933,0.0209
53934,0.0156
53935,0.021
53936,0.059
53937,0.0171
53938,0.0114
53939,0.0123
53940,0.0153
53941,0.006
53942,0.1074
53943,0.152
53944,0.1255
53945,0.4184
53946,0.3658
53947,0.333
53948,0.1263
53949,0.1187
53950,0.0707
53951,0.07
53952,0.1736
53953,0.2031
53954,0.0936
53955,0.0912
53956,0.0739
53957,0.2016
53958,0.2349
53959,0.1488
53960,0.2509
53961,0.1144
53962,0.1101
53963,0.0793
53964,0.1702
53965,0.0823
53966,0.1363
53967,0.0384
53968,0.0928
53969,0.0856
53970,0.0995
53971,0.041
53972,0.0439
53973,0.0582
53974,0.0643
53975,0.0571
53976,0.0316
53977,0.0379
53978,0.0796
53979,0.0171
53980,0.0208
53981,0.0154
53982,0.0131
53983,0.0083
53984,0.2824
53985,0.104
53986,0.0735
53987,0.1648
53988,0.1561
53989,0.4314
53990,0.0586
53991,0.0717
53992,0.0879
53993,0.5066
53994,0.5223
53995,0.3737
53996,0.1287
53997,0.4468
53998,0.022
53999,0.0627
54000,0.0506
54001,0.0281
54002,0.0848
54003,0.0796
54004,0.0905
54005,0.0519
54006,0.0743
54007,0.0458
54008,0.034
54009,0.0509
54010,0.0264
54011,0.04
54012,0.0428
54013,0.0343
54014,0.0557
54015,0.0148
54016,0.0102
54017,0.0119
54018,0.008
54019,0.0039
54020,0.0203
54021,0.0068
54022,0.033
54023,0.183
54024,0.036
54025,0.1004
54026,0.0291
54027,0.0277
54028,0.0363
54029,0.1604
54030,0.1322
54031,0.0644
54032,0.0978
54033,0.2718
54034,0.2713
54035,0.2848
54036,0.4207
54037,0.1807
54038,0.4086
54039,0.4699
54040,0.1175
54041,0.2271
54042,0.0228
54043,0.0248
54044,0.2484
54045,0.0218
54046,0.0308
54047,0.0129
54048,0.0187
54049,0.0333
54050,0.0184
54051,0.0275
54052,0.0876
54053,0.0622
54054,0.0832
54055,0.0467
54056,0.0787
54057,0.0634
54058,0.0873
54059,0.0142
54060,0.0188
54061,0.0157
54062,0.0181
54063,0.0125
54064,0.0268
54065,0.032
54066,0.0221
54067,0.17
54068,0.0446
54069,0.1668
54070,0.5121
54071,0.3962
54072,0.4725
54073,0.5727
54074,0.0655
54075,0.0263
54076,0.0384
54077,0.0761
54078,0.1533
54079,0.106
54080,0.1257
54081,0.2513
54082,0.2723
54083,0.0538
54084,0.0253
54085,0.0429
54086,0.1176
54087,0.0113
54088,0.0352
54089,0.021
54090,0.0294
54091,0.0315
54092,0.084
54093,0.0883
54094,0.0961
54095,0.0469
54096,0.0343
54097,0.0508
54098,0.0416
54099,0.0442
54100,0.0615
54101,0.031
54102,0.0354
54103,0.0156
54104,0.0212
54105,0.0211
54106,0.0368
54107,0.0571
54108,0.0059
54109,0.0159
54110,0.0109
54111,0.0128
54112,0.0152
54113,0.1069
54114,0.09
54115,0.1229
54116,0.3931
54117,0.3702
54118,0.4235
54119,0.1304
54120,0.1179
54121,0.0738
54122,0.0725
54123,0.1702
54124,0.1968
54125,0.0942
54126,0.0916
54127,0.0756
54128,0.1973
54129,0.2484
54130,0.1337
54131,0.2377
54132,0.1465
54133,0.1126
54134,0.2566
54135,0.0799
54136,0.0383
54137,0.0941
54138,0.0856
54139,0.0999
54140,0.041
54141,0.0439
54142,0.0582
54143,0.063
54144,0.057
54145,0.0316
54146,0.038
54147,0.0795
54148,0.0171
54149,0.0208
54150,0.0155
54151,0.0131
54152,0.0084
54153,0.2843
54154,0.1041
54155,0.0735
54156,0.1652
54157,0.1564
54158,0.4452
54159,0.0586
54160,0.0717
54161,0.0879
54162,0.4925
54163,0.5221
54164,0.3734
54165,0.1287
54166,0.4441
54167,0.0221
54168,0.0628
54169,0.0507
54170,0.0281
54171,0.0848
54172,0.0797
54173,0.0905
54174,0.0519
54175,0.0743
54176,0.0458
54177,0.034
54178,0.0509
54179,0.0265
54180,0.04
54181,0.0428
54182,0.0343
54183,0.0557
54184,0.0147
54185,0.0102
54186,0.0119
54187,0.008
54188,0.0039
54189,0.0203
54190,0.0068
54191,0.033
54192,0.183
54193,0.0361
54194,0.1004
54195,0.0291
54196,0.0277
54197,0.0363
54198,0.1604
54199,0.1322
54200,0.0644
54201,0.0978
54202,0.2718
54203,0.2713
54204,0.2848
54205,0.4207
54206,0.1807
54207,0.4085
54208,0.4699
54209,0.1175
54210,0.2271
54211,0.0228
54212,0.0248
54213,0.2484
54214,0.0218
54215,0.0308
54216,0.0129
54217,0.0187
54218,0.0333
54219,0.0184
54220,0.0275
54221,0.0876
54222,0.0622
54223,0.0832
54224,0.0467
54225,0.0787
54226,0.0634
54227,0.0873
54228,0.0142
54229,0.0188
54230,0.0157
54231,0.0181
54232,0.0125
54233,0.0268
54234,0.032
54235,0.0221
54236,0.1705
54237,0.0447
54238,0.1658
54239,0.5114
54240,0.3953
54241,0.4726
54242,0.5723
54243,0.0656
54244,0.0263
54245,0.0384
54246,0.0763
54247,0.154
54248,0.1062
54249,0.1259
54250,0.2522
54251,0.2727
54252,0.0539
54253,0.0253
54254,0.0429
54255,0.1183
54256,0.0113
54257,0.0352
54258,0.0209
54259,0.0494
54260,0.0244
54261,0.0326
54262,0.0399
54263,0.0529
54264,0.0302
54265,0.0434
54266,0.0529
54267,0.0426
54268,0.0457
54269,0.0423
54270,0.0451
54271,0.0758
54272,0.06
54273,0.0417
54274,0.0591
54275,0.0302
54276,0.0351
54277,0.0154
54278,0.0209
54279,0.0208
54280,0.059
54281,0.0058
54282,0.0172
54283,0.0114
54284,0.0123
54285,0.0152
54286,0.1074
54287,0.1519
54288,0.1255
54289,0.4184
54290,0.3658
54291,0.333
54292,0.1263
54293,0.1187
54294,0.0707
54295,0.07
54296,0.1736
54297,0.2032
54298,0.0936
54299,0.0912
54300,0.0739
54301,0.2016
54302,0.2348
54303,0.1488
54304,0.2509
54305,0.1144
54306,0.1101
54307,0.0793
54308,0.1702
54309,0.0823
54310,0.1363
54311,0.0384
54312,0.0927
54313,0.0856
54314,0.0996
54315,0.0411
54316,0.0438
54317,0.0582
54318,0.0643
54319,0.0571
54320,0.0316
54321,0.038
54322,0.0796
54323,0.0173
54324,0.0209
54325,0.0155
54326,0.0132
54327,0.0085
54328,0.2824
54329,0.104
54330,0.0735
54331,0.1649
54332,0.1561
54333,0.4314
54334,0.0586
54335,0.0717
54336,0.0879
54337,0.5066
54338,0.5223
54339,0.3737
54340,0.1287
54341,0.4468
54342,0.0221
54343,0.0627
54344,0.0506
54345,0.028
54346,0.0852
54347,0.0798
54348,0.091
54349,0.0519
54350,0.0746
54351,0.0457
54352,0.0339
54353,0.0508
54354,0.0264
54355,0.0398
54356,0.0427
54357,0.0342
54358,0.0556
54359,0.0147
54360,0.0101
54361,0.0119
54362,0.008
54363,0.0039
54364,0.0201
54365,0.0067
54366,0.033
54367,0.1829
54368,0.0361
54369,0.1004
54370,0.0291
54371,0.0277
54372,0.0364
54373,0.1604
54374,0.1322
54375,0.0644
54376,0.0978
54377,0.2718
54378,0.2713
54379,0.2848
54380,0.4207
54381,0.1807
54382,0.4086
54383,0.4699
54384,0.1175
54385,0.2271
54386,0.0228
54387,0.0248
54388,0.2484
54389,0.0218
54390,0.0349
54391,0.0268
54392,0.0306
54393,0.0338
54394,0.0886
54395,0.0643
54396,0.0846
54397,0.0464
54398,0.0781
54399,0.064
54400,0.0872
54401,0.0134
54402,0.0157
54403,0.0202
54404,0.0368
54405,0.0356
54406,0.0215
54407,0.0195
54408,0.0071
54409,0.1664
54410,0.045
54411,0.1644
54412,0.5115
54413,0.3949
54414,0.4718
54415,0.5666
54416,0.065
54417,0.0271
54418,0.0389
54419,0.0757
54420,0.1542
54421,0.1038
54422,0.1213
54423,0.2558
54424,0.2665
54425,0.0528
54426,0.0266
54427,0.0429
54428,0.1236
54429,0.0122
54430,0.035
54431,0.0213
54432,0.0458
54433,0.0353
54434,0.0318
54435,0.0409
54436,0.0431
54437,0.0609
54438,0.0578
54439,0.0423
54440,0.0401
54441,0.0554
54442,0.0299
54443,0.0347
54444,0.0152
54445,0.0206
54446,0.0205
54447,0.0321
54448,0.0407
54449,0.0382
54450,0.0362
54451,0.0398
54452,0.0057
54453,0.0232
54454,0.0175
54455,0.0115
54456,0.013
54457,0.0408
54458,0.0374
54459,0.028
54460,0.0228
54461,0.0219
54462,0.0149
54463,0.1075
54464,0.1519
54465,0.1255
54466,0.4184
54467,0.3658
54468,0.333
54469,0.1263
54470,0.1189
54471,0.0709
54472,0.0705
54473,0.1734
54474,0.2026
54475,0.0936
54476,0.0912
54477,0.074
54478,0.2016
54479,0.2348
54480,0.1488
54481,0.2509
54482,0.1144
54483,0.1101
54484,0.0793
54485,0.1702
54486,0.0823
54487,0.1363
54488,0.0432
54489,0.0592
54490,0.033
54491,0.0248
54492,0.0416
54493,0.0305
54494,0.0402
54495,0.038
54496,0.0329
54497,0.0362
54498,0.0387
54499,0.0462
54500,0.0398
54501,0.042
54502,0.0479
54503,0.0531
54504,0.0201
54505,0.0225
54506,0.0174
54507,0.0146
54508,0.0256
54509,0.0213
54510,0.0287
54511,0.027
54512,0.0296
54513,0.0316
54514,0.0399
54515,0.0276
54516,0.0056
54517,0.0027
54518,0.019
54519,0.0119
54520,0.0177
54521,0.0245
54522,0.0149
54523,0.0209
54524,0.0042
54525,0.0379
54526,0.0985
54527,0.06
54528,0.1056
54529,0.0816
54530,0.3994
54531,0.4474
54532,0.4865
54533,0.0295
54534,0.0272
54535,0.0213
54536,0.2166
54537,0.0463
54538,0.0251
54539,0.0305
54540,0.1348
54541,0.0644
54542,0.0802
54543,0.1125
54544,0.098
54545,0.0453
54546,0.0952
54547,0.0626
54548,0.0708
54549,0.0432
54550,0.0569
54551,0.0399
54552,0.1344
54553,0.0947
54554,0.1136
54555,0.0675
54556,0.2072
54557,0.168
54558,0.2293
54559,0.0161
54560,0.0264
54561,0.0215
54562,0.0119
54563,0.018
54564,0.0466
54565,0.0333
54566,0.0231
54567,0.021
54568,0.0207
54569,0.0186
54570,0.013
54571,0.0163
54572,0.0072
54573,0.0084
54574,0.0275
54575,0.0232
54576,0.0208
54577,0.0289
54578,0.0471
54579,0.0356
54580,0.0868
54581,0.0463
54582,0.0703
54583,0.0182
54584,0.0228
54585,0.0508
54586,0.0425
54587,0.069
54588,0.0295
54589,0.0327
54590,0.0398
54591,0.0092
54592,0.012
54593,0.0206
54594,0.0124
54595,0.017
54596,0.0168
54597,0.0169
54598,0.0051
54599,0.0041
54600,0.0026
54601,0.1123
54602,0.0574
54603,0.1557
54604,0.0548
54605,0.448
54606,0.4454
54607,0.4908
54608,0.1939
54609,0.2432
54610,0.3135
54611,0.0774
54612,0.0551
54613,0.0619
54614,0.2166
54615,0.0315
54616,0.0563
54617,0.0412
54618,0.0395
54619,0.0284
54620,0.0589
54621,0.0399
54622,0.0806
54623,0.0734
54624,0.0748
54625,0.1145
54626,0.1228
54627,0.0567
54628,0.097
54629,0.122
54630,0.0832
54631,0.0298
54632,0.0093
54633,0.0185
54634,0.0435
54635,0.0587
54636,0.0335
54637,0.0248
54638,0.0386
54639,0.0324
54640,0.0402
54641,0.0376
54642,0.0331
54643,0.0363
54644,0.0387
54645,0.0461
54646,0.0399
54647,0.043
54648,0.0489
54649,0.0534
54650,0.0202
54651,0.0225
54652,0.0176
54653,0.0147
54654,0.0255
54655,0.0213
54656,0.0288
54657,0.0272
54658,0.0298
54659,0.0318
54660,0.0399
54661,0.0276
54662,0.0057
54663,0.0028
54664,0.0191
54665,0.0118
54666,0.0179
54667,0.0241
54668,0.015
54669,0.0208
54670,0.0043
54671,0.0377
54672,0.0991
54673,0.06
54674,0.1071
54675,0.0809
54676,0.3987
54677,0.4474
54678,0.4864
54679,0.0293
54680,0.0271
54681,0.0212
54682,0.2166
54683,0.0463
54684,0.0251
54685,0.0305
54686,0.1346
54687,0.0643
54688,0.0804
54689,0.1129
54690,0.0981
54691,0.045
54692,0.0963
54693,0.0625
54694,0.0709
54695,0.1411
54696,0.0957
54697,0.1149
54698,0.043
54699,0.057
54700,0.0396
54701,0.0679
54702,0.1998
54703,0.1691
54704,0.2283
54705,0.0162
54706,0.0264
54707,0.0215
54708,0.0119
54709,0.018
54710,0.0466
54711,0.0332
54712,0.023
54713,0.0208
54714,0.014
54715,0.0101
54716,0.0104
54717,0.0201
54718,0.0187
54719,0.0166
54720,0.011
54721,0.0178
54722,0.0152
54723,0.028
54724,0.022
54725,0.0272
54726,0.023
54727,0.0206
54728,0.0469
54729,0.0349
54730,0.0866
54731,0.0467
54732,0.0702
54733,0.0505
54734,0.0425
54735,0.0688
54736,0.0294
54737,0.0328
54738,0.0397
54739,0.0206
54740,0.0123
54741,0.0171
54742,0.0169
54743,0.0168
54744,0.0058
54745,0.08
54746,0.0678
54747,0.1185
54748,0.0509
54749,0.0781
54750,0.0671
54751,0.0566
54752,0.0712
54753,0.0707
54754,0.0515
54755,0.3555
54756,0.2026
54757,0.0545
54758,0.0275
54759,0.0284
54760,0.0338
54761,0.4083
54762,0.3653
54763,0.4628
54764,0.0274
54765,0.0345
54766,0.0935
54767,0.1307
54768,0.0935
54769,0.0534
54770,0.1833
54771,0.0871
54772,0.1115
54773,0.2077
54774,0.0782
54775,0.0123
54776,0.0168
54777,0.2064
